Maimai data courtesy Jeff McDonnell           
1.0  ! stepsize (d)            
ST1: All data in mm/d           
ST2           
ST3           
*  ! list directed format ok here   
year,     month,   day,    hour,    min,    QC,   P (mm/d),  E (mm/d),  Q_obs (mm/d),  P-E (mm/d), 
1987		8		30		0		0		0		0.5		1.42		1.58002			0
1987		8		31		0		0		0		0.4		1.42		1.27086			0
1987		9		1		0		0		0		0		1.42		0.98823			0
1987		9		2		0		0		0		0		1.88		0.9663			0
1987		9		3		0		0		0		15		1.88		1.74389			13.12
1987		9		4		0		0		0		47.2	1.88		25.19287		45.32
1987		9		5		0		0		0		16.2	1.88		15.10856		14.32
1987		9		6		0		0		0		2.6		1.88		6.45429			0.72
1987		9		7		0		0		0		1.6		1.88		2.93419			0
1987		9		8		0		0		0		4		1.88		2.4191			2.12
1987		9		9		0		0		0		11.3	1.88		2.86659			9.42
1987		9		10		0		0		0		11.9	1.88		9.91804			10.02
1987		9		11		0		0		0		0		1.88		4.77452			0
1987		9		12		0		0		0		35.2	1.88		15.71898		33.32
1987		9		13		0		0		0		16.9	1.88		12.9729			15.02
1987		9		14		0		0		0		12.2	1.88		12.23475		10.32
1987		9		15		0		0		0		6.8		1.88		10.24302		4.92
1987		9		16		0		0		0		4		1.88		5.73177			2.12
1987		9		17		0		0		0		9.9		1.88		6.01872			8.02
1987		9		18		0		0		0		5.7		1.88		6.43566			3.82
1987		9		19		0		0		0		8.3		1.88		6.80699			6.42
1987		9		20		0		0		0		0		1.88		4.87844			0
1987		9		21		0		0		0		0		1.88		3.26411			0
1987		9		22		0		0		0		1.7		1.88		2.33782			0
1987		9		23		0		0		0		12.9	1.88		4.68837			11.02
1987		9		24		0		0		0		1		1.88		2.70583			0
1987		9		25		0		0		0		3.2		1.88		2.21538			1.32
1987		9		26		0		0		0		0		1.88		1.56547			0
1987		9		27		0		0		0		0		1.88		1.31209			0
1987		9		28		0		0		0		0		1.88		1.11806			0
1987		9		29		0		0		0		0		1.88		0.88641			0
1987		9		30		0		0		0		0		1.88		0.7388			0
1987		10		1		0		0		0		26.1	1.88		5.54799			24.22
1987		10		2		0		0		0		0.5		2.40002		5.07053			0
1987		10		3		0		0		0		3.7		2.40002		3.06692			1.29998
1987		10		4		0		0		0		0.9		2.40002		2.68488			0
1987		10		5		0		0		0		0.4		2.40002		2.18666			0
1987		10		6		0		0		0		6.5		2.40002		1.86404			4.09998
1987		10		7		0		0		0		10.3	2.40002		2.45161			7.89998
1987		10		8		0		0		0		33.2	2.40002		12.93564		30.79998
1987		10		9		0		0		0		13.6	2.40002		21.02415		11.19998
1987		10		10		0		0		0		11.7	2.40002		7.74964			9.29998
1987		10		11		0		0		0		26.6	2.40002		16.06392		24.19998
1987		10		12		0		0		0		8.3		2.40002		12.74336		5.89998
1987		10		13		0		0		0		8.9		2.40002		9.04697			6.49998
1987		10		14		0		0		0		96		2.40002		65.32332		93.59998
1987		10		15		0		0		0		5.3		2.40002		17.41748		2.89998
1987		10		16		0		0		0		0		2.40002		6.42143			0
1987		10		17		0		0		0		0		2.40002		3.62888			0
1987		10		18		0		0		0		0		2.40002		2.48911			0
1987		10		19		0		0		0		0		2.40002		1.95508			0
1987		10		20		0		0		0		0		2.40002		1.41403			0
1987		10		21		0		0		0		0		2.40002		1.19477			0
1987		10		22		0		0		0		0		2.40002		0.93333			0
1987		10		23		0		0		0		0		2.40002		0.80079			0
1987		10		24		0		0		0		14.6	2.40002		0.992			12.19998
1987		10		25		0		0		0		9.9		2.40002		4.20306			7.49998
1987		10		26		0		0		0		2.9		2.40002		1.57554			0.49998
1987		10		27		0		0		0		0		2.40002		1.31803			0
1987		10		28		0		0		0		0		2.40002		1.21902			0
1987		10		29		0		0		0		6		2.40002		1.03409			3.59998
1987		10		30		0		0		0		49.6	2.40002		26.44062		47.19998
1987		10		31		0		0		0		0.9		2.40002		5.4046			0
1987		11		1		0		0		0		2.4		2.40002		2.62963			0
1987		11		2		0		0		0		0		2.99		1.77095			0
1987		11		3		0		0		0		0		2.99		1.46781			0
1987		11		4		0		0		0		0		2.99		1.23474			0
1987		11		5		0		0		0		13.7	2.99		1.53175			10.71
1987		11		6		0		0		0		0		2.99		1.55609			0
1987		11		7		0		0		0		0		2.99		0.99162			0
1987		11		8		0		0		0		0		2.99		0.72467			0
1987		11		9		0		0		0		23.9	2.99		2.06427			20.91
1987		11		10		0		0		0		1.7		2.99		2.78534			0
1987		11		11		0		0		0		0.3		2.99		1.3311			0
1987		11		12		0		0		0		0.5		2.99		1.1997			0
1987		11		13		0		0		0		0.6		2.99		1.04347			0
1987		11		14		0		0		0		31.1	2.99		7.5581			28.11
1987		11		15		0		0		0		4.7		2.99		5.9941			1.71
1987		11		16		0		0		0		0		2.99		2.00389			0
1987		11		17		0		0		0		0.2		2.99		1.34652			0
1987		11		18		0		0		0		0		2.99		1.06259			0
1987		11		19		0		0		0		0		2.99		0.88942			0
1987		11		20		0		0		0		0		2.99		0.74434			0
1987		11		21		0		0		0		0		2.99		0.66163			0
1987		11		22		0		0		0		0		2.99		0.52187			0
1987		11		23		0		0		0		6.8		2.99		0.43704			3.81
1987		11		24		0		0		0		0		2.99		0.52927			0
1987		11		25		0		0		0		0.6		2.99		0.3904			0
1987		11		26		0		0		0		1		2.99		0.3295			0
1987		11		27		0		0		0		23.8	2.99		2.07389			20.81
1987		11		28		0		0		0		17.7	2.99		6.17611			14.71
1987		11		29		0		0		0		33.7	2.99		11.25298		30.71
1987		11		30		0		0		0		24.1	2.99		17.68832		21.11
1987		12		1		0		0		0		5.9		2.99		9.47027			2.91
1987		12		2		0		0		0		1.2		3.69		5.18401			0
1987		12		3		0		0		0		5.7		3.69		2.92453			2.01
1987		12		4		0		0		0		22.7	3.69		12.01523		19.01
1987		12		5		0		0		0		0.7		3.69		5.53726			0
1987		12		6		0		0		0		4.6		3.69		3.0749			0.91
1987		12		7		0		0		0		6.1		3.69		2.97201			2.41
1987		12		8		0		0		0		0		3.69		2.19386			0
1987		12		9		0		0		0		22.7	3.69		8.59955			19.01
1987		12		10		0		0		0		14.6	3.69		12.53887		10.91
1987		12		11		0		0		0		3		3.69		8.00948			0
1987		12		12		0		0		0		0		3.69		4.46507			0
1987		12		13		0		0		0		0		3.69		2.94923			0
1987		12		14		0		0		0		0		3.69		2.22147			0
1987		12		15		0		0		0		0		3.69		1.83719			0
1987		12		16		0		0		0		0.1		3.69		1.40083			0
1987		12		17		0		0		0		0.5		3.69		0.7808			0
1987		12		18		0		0		0		3.5		3.69		0.85857			0
1987		12		19		0		0		0		0		3.69		0.64114			0
1987		12		20		0		0		0		4.7		3.69		0.6499			1.01
1987		12		21		0		0		0		0		3.69		0.73868			0
1987		12		22		0		0		0		0		3.69		0.3231			0
1987		12		23		0		0		0		0		3.69		0.23622			0
1987		12		24		0		0		0		90.4	3.69		35.82437		86.71
1987		12		25		0		0		0		1.1		3.69		6.46999			0
1987		12		26		0		0		0		48.4	3.69		22.83551		44.71
1987		12		27		0		0		0		28.9	3.69		21.8455			25.21
1987		12		28		0		0		0		2		3.69		9.19757			0
1987		12		29		0		0		0		0		3.69		3.04245			0
1987		12		30		0		0		0		0.3		3.69		1.52329			0
1987		12		31		0		0		0		0.6		3.69		1.1811			0
